prefix,rate
1201412,0.0027
1201413,0.0027
1201414,0.0027
1201415,0.0027
1201416,0.0027
1201417,0.0027
1201418,0.0027
1201419,0.0027
1201420,0.0027
1201421,0.0027
1201422,0.0027
1201423,0.0027
1201424,0.0027
1201425,0.0027
1201426,0.0027
1201427,0.0027
1201428,0.0027
1201429,0.0027
1201430,0.0027
1201431,0.0027
1201432,0.0027
1201433,0.0027
1201434,0.0027
1201435,0.0027
1201436,0.0027
1201437,0.0027
1201438,0.0027
1201439,0.0027
1201440,0.0027
1201441,0.0027
1201442,0.0027
1201443,0.0027
1201444,0.0027
1201445,0.0027
1201446,0.0027
1201447,0.0027
1201448,0.0027
1201449,0.0027
1201450,0.0027
1201451,0.0027
1201452,0.0027
1201453,0.0027
1201454,0.0027
1201455,0.0027
1201456,0.0027
1201457,0.0027
1201458,0.0027
1201459,0.0027
1201460,0.0027
1201461,0.0027
1201462,0.0027
1201463,0.0027
1201464,0.0027
1201465,0.0027
1201466,0.0027
1201467,0.0027
1201468,0.0027
1201469,0.0027
1201470,0.0027
1201471,0.0027
1201472,0.0027
1201473,0.0027
1201474,0.0027
1201475,0.0027
1201476,0.0027
1201477,0.0027
1201478,0.0027
1201479,0.0027
1201480,0.0027
1201481,0.0027
1201482,0.0027
1201483,0.0027
1201484,0.0027
1201485,0.0027
1201486,0.0027
1201487,0.0027
1201488,0.0027
1201489,0.0027
1201490,0.0027
1201491,0.0027
1201492,0.0027
1201493,0.0027
1201494,0.0027
1201495,0.0027
1201496,0.0027
1201497,0.0027
1201498,0.0027
1201499,0.0027
1201500,0.0027
1201501,0.0027
1201502,0.0027
1201503,0.0027
1201504,0.0027
1201505,0.0027
1201506,0.0027
1201507,0.0027
1201508,0.0027
1201509,0.0027
1201510,0.0027
1201512,0.0027
1201513,0.0027
1201514,0.0027
1201515,0.0027
1201516,0.0027
1201517,0.0027
1201518,0.0027
1201519,0.0027
1201520,0.0027
1201521,0.0027
1201522,0.0027
1201523,0.0027
1201524,0.0027
1201525,0.0027
1201526,0.0027
1201527,0.0027
1201528,0.0027
1201529,0.0027
1201530,0.0027
1201531,0.0027
1201532,0.0027
1201533,0.0027
1201534,0.0027
1201535,0.0027
1201536,0.0027
1201537,0.0027
1201538,0.0027
1201539,0.0027
1201540,0.0027
1201541,0.0027
1201542,0.0027
1201543,0.0027
1201544,0.0027
1201545,0.0027
1201546,0.0027
1201547,0.0027
1201548,0.0027
1201549,0.0027
1201551,0.0027
1201552,0.0027
1201553,0.0027
1201554,0.0027
1201556,0.0027
1201557,0.0027
1201558,0.0027
1201559,0.0027
1201560,0.0027
1201561,0.0027
1201562,0.0027
1201563,0.0027
1201564,0.0027
1201565,0.0027
1201566,0.0027
1201567,0.0027
1201568,0.0027
1201569,0.0027
1201570,0.0027
1201571,0.0027
1201572,0.0027
1201573,0.0027
1201574,0.0027
1201575,0.0027
1201576,0.0027
1201577,0.0027
1201578,0.0027
1201579,0.0027
1201580,0.0027
1201581,0.0027
1201582,0.0027
1201583,0.0027
1201584,0.0027
1201585,0.0027
1201586,0.0027
1201587,0.0027
1201588,0.0027
1201589,0.0027
1201590,0.0027
1201591,0.0027
1201592,0.0027
1201593,0.0027
1201594,0.0027
1201595,0.0027
1201596,0.0027
1201597,0.0027
1201598,0.0027
1201599,0.0027
1201600,0.0027
1201601,0.0027
1201602,0.0027
1201603,0.0027
1201604,0.0027
1201605,0.0027
1201606,0.0027
1201607,0.0027
1201608,0.0027
1201610,0.0027
1201612,0.0027
1201613,0.0027
1201614,0.0027
1201615,0.0027
1201616,0.0027
1201617,0.0027
1201618,0.0027
1201619,0.0027
1201620,0.0027
1201621,0.0027
1201622,0.0027
1201623,0.0027
1201624,0.0027
1201625,0.0027
1201626,0.0027
1201627,0.0027
1201628,0.0027
1201629,0.0027
1201630,0.0027
1201631,0.0027
1201632,0.0027
1201633,0.0027
1201634,0.0027
1201635,0.0027
1201636,0.0027
1201637,0.0027
1201638,0.0027
1201639,0.0027
1201640,0.0027
1201641,0.0027
1201642,0.0027
1201643,0.0027
1201644,0.0027
1201645,0.0027
1201646,0.0027
1201647,0.0027
1201648,0.0027
1201649,0.0027
1201650,0.0027
1201651,0.0027
1201652,0.0027
1201653,0.0027
1201654,0.0027
1201655,0.0027
1201656,0.0027
1201657,0.0027
1201658,0.0027
1201659,0.0027
1201660,0.0027
1201661,0.0027
1201662,0.0027
1201663,0.0027
1201664,0.0027
1201665,0.0027
1201666,0.0027
1201667,0.0027
1201668,0.0027
1201669,0.0027
1201670,0.0027
1201671,0.0027
1201672,0.0027
1201673,0.0027
1201674,0.0027
1201675,0.0027
1201676,0.0027
1201677,0.0027
1201678,0.0027
1201679,0.0027
1201680,0.0027
1201681,0.0027
1201682,0.0027
1201683,0.0027
1201684,0.0027
1201685,0.0027
1201686,0.0027
1201687,0.0027
1201688,0.0027
1201689,0.0027
1201690,0.0027
1201691,0.0027
1201692,0.0027
1201693,0.0027
1201694,0.0027
1201695,0.0027
1201696,0.0027
1201697,0.0027
1201698,0.0027
1201699,0.0027
1201701,0.0027
1201702,0.0027
1201703,0.0027
1201704,0.0027
1201705,0.0027
1201706,0.0027
1201707,0.0027
1201708,0.0027
1201709,0.0027
1201710,0.0027
1201712,0.0027
1201713,0.0027
1201714,0.0027
1201715,0.0027
1201716,0.0027
1201718,0.0027
1201719,0.0027
1201720,0.0027
1201721,0.0027
1201722,0.0027
1201723,0.0027
1201724,0.0027
1201725,0.0027
1201726,0.0027
1201727,0.0027
1201728,0.0027
1201729,0.0027
1201730,0.0027
1201731,0.0027
1201732,0.0027
1201733,0.0027
1201734,0.0027
1201735,0.0027
1201736,0.0027
1201737,0.0027
1201738,0.0027
1201739,0.0027
1201740,0.0027
1201741,0.0027
1201742,0.0027
1201743,0.0027
1201744,0.0027
1201745,0.0027
1201746,0.0027
1201747,0.0027
1201748,0.0027
1201749,0.0027
1201750,0.0027
1201751,0.0027
1201752,0.0027
1201753,0.0027
1201754,0.0027
1201755,0.0027
1201756,0.0027
1201757,0.0027
1201758,0.0027
1201759,0.0027
1201760,0.0027
1201761,0.0027
1201762,0.0027
1201763,0.0027
1201764,0.0027
1201765,0.0027
1201766,0.0027
1201767,0.0027
1201768,0.0027
1201769,0.0027
1201770,0.0027
1201771,0.0027
1201772,0.0027
1201773,0.0027
1201774,0.0027
1201775,0.0027
1201776,0.0027
1201777,0.0027
1201778,0.0027
1201779,0.0027
1201780,0.0027
1201781,0.0027
1201782,0.0027
1201783,0.0027
1201784,0.0027
1201785,0.0027
1201786,0.0027
1201787,0.0027
1201788,0.0027
1201789,0.0027
1201790,0.0027
1201791,0.0027
1201792,0.0027
1201793,0.0027
1201794,0.0027
1201795,0.0027
1201796,0.0027
1201797,0.0027
1201798,0.0027
1201799,0.0027
1201800,0.0027
1201801,0.0027
1201802,0.0027
1201803,0.0027
1201804,0.0027
1201805,0.0027
1201806,0.0027
1201807,0.0027
1201808,0.0027
1201809,0.0027
1201810,0.0027
1201812,0.0027
1201813,0.0027
1201814,0.0027
1201815,0.0027
1201816,0.0027
1201817,0.0027
1201818,0.0027
1201819,0.0027
1201820,0.0027
1201821,0.0027
1201822,0.0027
1201823,0.0027
1201824,0.0027
1201825,0.0027
1201826,0.0027
1201827,0.0027
1201828,0.0027
1201829,0.0027
1201830,0.0027
1201831,0.0027
1201832,0.0027
1201833,0.0027
1201834,0.0027
1201835,0.0027
1201836,0.0027
1201837,0.0027
1201838,0.0027
1201839,0.0027
1201840,0.0027
1201841,0.0027
1201842,0.0027
1201843,0.0027
1201844,0.0027
1201845,0.0027
1201846,0.0027
1201847,0.0027
1201848,0.0027
1201849,0.0027
1201850,0.0027
1201851,0.0027
1201852,0.0027
1201853,0.0027
1201854,0.0027
1201855,0.0027
1201856,0.0027
1201857,0.0027
1201858,0.0027
1201859,0.0027
1201860,0.0027
1201861,0.0027
1201862,0.0027
1201863,0.0027
1201864,0.0027
1201865,0.0027
1201866,0.0027
1201867,0.0027
1201868,0.0027
1201869,0.0027
1201870,0.0027
1201871,0.0027
1201872,0.0027
1201873,0.0027
1201874,0.0027
1201875,0.0027
1201876,0.0027
1201877,0.0027
1201878,0.0027
1201879,0.0027
1201880,0.0027
1201881,0.0027
1201882,0.0027
1201883,0.0027
1201884,0.0027
1201885,0.0027
1201886,0.0027
1201887,0.0027
1201888,0.0027
1201889,0.0027
1201890,0.0027
1201891,0.0027
1201892,0.0027
1201893,0.0027
1201894,0.0027
1201895,0.0027
1201896,0.0027
1201897,0.0027
1201898,0.0027
1201899,0.0027
1201901,0.0027
1201902,0.0027
1201903,0.0027
1201904,0.0027
1201905,0.0027
1201906,0.0027
1201907,0.0027
1201909,0.0027
1201910,0.0027
1201912,0.0027
1201913,0.0027
1201914,0.0027
1201915,0.0027
1201916,0.0027
1201917,0.0027
1201918,0.0027
1201919,0.0027
1201920,0.0027
1201921,0.0027
1201922,0.0027
1201923,0.0027
1201924,0.0027
1201925,0.0027
1201926,0.0027
1201927,0.0027
1201928,0.0027
1201929,0.0027
1201930,0.0027
1201931,0.0027
1201932,0.0027
1201933,0.0027
1201934,0.0027
1201935,0.0027
1201936,0.0027
1201937,0.0027
1201938,0.0027
1201939,0.0027
1201940,0.0027
1201941,0.0027
1201942,0.0027
1201943,0.0027
1201944,0.0027
1201945,0.0027
1201946,0.0027
1201947,0.0027
1201948,0.0027
1201949,0.0027
1201951,0.0027
1201952,0.0027
1201953,0.0027
1201954,0.0027
1201955,0.0027
1201956,0.0027
1201957,0.0027
1201960,0.0027
1201961,0.0027
1201962,0.0027
1201963,0.0027
1201964,0.0027
1201965,0.0027
1201966,0.0027
1201967,0.0027
1201968,0.0027
1201969,0.0027
1201970,0.0027
1201971,0.0027
1201972,0.0027
1201973,0.0027
1201974,0.0027
1201975,0.0027
1201977,0.0027
1201978,0.0027
1201979,0.0027
1201980,0.0027
1201981,0.0027
1201982,0.0027
1201983,0.0027
1201984,0.0027
1201985,0.0027
1201986,0.0027
1201987,0.0027
1201988,0.0027
1201989,0.0027
1201991,0.0027
1201992,0.0027
1201993,0.0027
1201994,0.0027
1201995,0.0027
1201996,0.0027
1201997,0.0027
1201998,0.0027
1202200,0.0027
1202201,0.0027
1202203,0.0027
1202204,0.0027
1202205,0.0027
1202206,0.0027
1202207,0.0027
1202208,0.0027
1202209,0.0027
1202210,0.0027
1202212,0.0027
1202213,0.0027
1202214,0.0027
1202215,0.0027
1202216,0.0027
1202217,0.0027
1202218,0.0027
1202219,0.0027
1202220,0.0027
1202221,0.0027
1202222,0.0027
1202223,0.0027
1202224,0.0027
1202225,0.0027
1202226,0.0027
1202227,0.0027
1202228,0.0027
1202229,0.0027
1202230,0.0027
1202231,0.0027
1202232,0.0027
1202233,0.0027
1202234,0.0027
1202235,0.0027
1202236,0.0027
1202237,0.0027
1202238,0.0027
1202239,0.0027
1202240,0.0027
1202241,0.0027
1202242,0.0027
1202243,0.0027
1202244,0.0027
1202245,0.0027
1202246,0.0027
1202247,0.0027
1202248,0.0027
1202249,0.0027
1202250,0.0027
1202251,0.0027
1202252,0.0027
1202253,0.0027
1202254,0.0027
1202255,0.0027
1202256,0.0027
1202257,0.0027
1202258,0.0027
1202259,0.0027
1202260,0.0027
1202261,0.0027
1202262,0.0027
1202263,0.0027
1202264,0.0027
1202265,0.0027
1202266,0.0027
1202267,0.0027
1202268,0.0027
1202269,0.0027
1202270,0.0027
1202271,0.0027
1202272,0.0027
1202273,0.0027
1202274,0.0027
1202275,0.0027
1202276,0.0027
1202277,0.0027
1202278,0.0027
1202279,0.0027
1202280,0.0027
1202281,0.0027
1202282,0.0027
1202283,0.0027
1202284,0.0027
1202285,0.0027
1202286,0.0027
1202287,0.0027
1202288,0.0027
1202289,0.0027
1202290,0.0027
1202291,0.0027
1202292,0.0027
1202293,0.0027
1202294,0.0027
1202295,0.0027
1202296,0.0027
1202297,0.0027
1202298,0.0027
1202299,0.0027
1202300,0.0027
1202301,0.0027
1202302,0.0027
1202303,0.0027
1202304,0.0027
1202305,0.0027
1202306,0.0027
1202307,0.0027
1202308,0.0027
1202309,0.0027
1202310,0.0027
1202312,0.0027
1202313,0.0027
1202314,0.0027
1202315,0.0027
1202316,0.0027
1202317,0.0027
1202318,0.0027
1202319,0.0027
1202320,0.0027
1202321,0.0027
1202322,0.0027
1202323,0.0027
1202324,0.0027
1202325,0.0027
1202326,0.0027
1202327,0.0027
1202328,0.0027
1202329,0.0027
1202330,0.0027
1202331,0.0027
1202332,0.0027
1202333,0.0027
1202334,0.0027
1202335,0.0027
1202336,0.0027
1202337,0.0027
1202338,0.0027
1202339,0.0027
1202340,0.0027
1202341,0.0027
1202342,0.0027
1202343,0.0027
1202344,0.0027
1202345,0.0027
1202346,0.0027
1202347,0.0027
1202348,0.0027
1202349,0.0027
1202350,0.0027
1202351,0.0027
1202352,0.0027
1202353,0.0027
1202354,0.0027
1202355,0.0027
1202356,0.0027
1202357,0.0027
1202358,0.0027
1202359,0.0027
1202360,0.0027
1202361,0.0027
1202362,0.0027
1202363,0.0027
1202364,0.0027
1202365,0.0027
1202366,0.0027
1202367,0.0027
1202368,0.0027
1202369,0.0027
1202370,0.0027
1202371,0.0027
1202372,0.0027
1202373,0.0027
1202374,0.0027
1202375,0.0027
1202376,0.0027
1202377,0.0027
1202378,0.0027
1202379,0.0027
1202380,0.0027
1202381,0.0027
1202382,0.0027
1202383,0.0027
1202384,0.0027
1202385,0.0027
1202386,0.0027
1202387,0.0027
1202388,0.0027
1202389,0.0027
1202390,0.0027
1202391,0.0027
1202392,0.0027
1202393,0.0027
1202394,0.0027
1202395,0.0027
1202396,0.0027
1202397,0.0027
1202398,0.0027
1202399,0.0027
1202400,0.0027
1202401,0.0027
1202402,0.0027
1202403,0.0027
1202404,0.0027
1202405,0.0027
1202406,0.0027
1202407,0.0027
1202408,0.0027
1202409,0.0027
1202410,0.0027
1202412,0.0027
1202413,0.0027
1202414,0.0027
1202415,0.0027
1202416,0.0027
1202417,0.0027
1202418,0.0027
1202419,0.0027
1202420,0.0027
1202421,0.0027
1202422,0.0027
1202423,0.0027
1202424,0.0027
1202425,0.0027
1202426,0.0027
1202427,0.0027
1202428,0.0027
1202429,0.0027
1202430,0.0027
1202431,0.0027
1202432,0.0027
1202433,0.0027
1202434,0.0027
1202435,0.0027
1202436,0.0027
1202437,0.0027
1202438,0.0027
1202439,0.0027
1202440,0.0027
1202441,0.0027
1202442,0.0027
1202443,0.0027
1202444,0.0027
1202445,0.0027
1202446,0.0027
1202447,0.0027
1202448,0.0027
1202449,0.0027
1202450,0.0027
1202451,0.0027
1202452,0.0027
1202453,0.0027
1202454,0.0027
1202455,0.0027
1202456,0.0027
1202457,0.0027
1202458,0.0027
1202459,0.0027
1202460,0.0027
1202461,0.0027
1202462,0.0027
1202463,0.0027
1202464,0.0027
1202465,0.0027
1202466,0.0027
1202467,0.0027
1202468,0.0027
1202469,0.0027
1202470,0.0027
1202471,0.0027
1202472,0.0027
1202473,0.0027
1202474,0.0027
1202475,0.0027
1202476,0.0027
1202477,0.0027
1202478,0.0027
1202479,0.0027
1202480,0.0027
1202481,0.0027
1202482,0.0027
1202483,0.0027
1202484,0.0027
1202485,0.0027
1202486,0.0027
1202487,0.0027
1202488,0.0027
1202489,0.0027
1202490,0.0027
1202491,0.0027
1202492,0.0027
1202493,0.0027
1202494,0.0027
1202495,0.0027
1202496,0.0027
1202497,0.0027
1202498,0.0027
1202499,0.0027
1202500,0.0027
1202501,0.0027
1202502,0.0027
1202503,0.0027
1202504,0.0027
1202505,0.0027
1202506,0.0027
1202507,0.0027
1202508,0.0027
1202509,0.0027
1202510,0.0027
1202512,0.0027
1202513,0.0027
1202514,0.0027
1202515,0.0027
1202516,0.0027
1202517,0.0027
1202518,0.0027
1202519,0.0027
1202520,0.0027
1202521,0.0027
1202522,0.0027
1202523,0.0027
1202524,0.0027
1202525,0.0027
1202526,0.0027
1202527,0.0027
1202528,0.0027
1202529,0.0027
1202530,0.0027
1202531,0.0027
1202532,0.0027
1202533,0.0027
1202534,0.0027
1202535,0.0027
1202536,0.0027
1202537,0.0027
1202538,0.0027
1202539,0.0027
1202540,0.0027
1202541,0.0027
1202542,0.0027
1202543,0.0027
1202544,0.0027
1202545,0.0027
1202546,0.0027
1202547,0.0027
1202548,0.0027
1202549,0.0027
1202550,0.0027
1202551,0.0027
1202552,0.0027
1202553,0.0027
1202554,0.0027
1202556,0.0027
1202557,0.0027
1202558,0.0027
1202559,0.0027
1202560,0.0027
1202561,0.0027
1202562,0.0027
1202563,0.0027
1202564,0.0027
1202565,0.0027
1202566,0.0027
1202567,0.0027
1202568,0.0027
1202569,0.0027
1202570,0.0027
1202571,0.0027
1202572,0.0027
1202573,0.0027
1202574,0.0027
1202575,0.0027
1202576,0.0027
1202577,0.0027
1202578,0.0027
1202579,0.0027
1202580,0.0027
1202581,0.0027
1202582,0.0027
1202583,0.0027
1202584,0.0027
1202585,0.0027
1202586,0.0027
1202587,0.0027
1202588,0.0027
1202589,0.0027
1202590,0.0027
1202591,0.0027
1202592,0.0027
1202593,0.0027
1202594,0.0027
1202595,0.0027
1202596,0.0027
1202597,0.0027
1202598,0.0027
1202599,0.0027
1202600,0.0027
1202601,0.0027
1202602,0.0027
1202603,0.0027
1202604,0.0027
1202605,0.0027
1202606,0.0027
1202607,0.0027
1202608,0.0027
1202609,0.0027
1202610,0.0027
1202612,0.0027
1202613,0.0027
1202614,0.0027
1202615,0.0027
1202616,0.0027
1202617,0.0027
1202618,0.0027
1202619,0.0027
1202620,0.0027
1202621,0.0027
1202622,0.0027
1202623,0.0027
1202624,0.0027
1202625,0.0027
1202626,0.0027
1202627,0.0027
1202628,0.0027
1202629,0.0027
1202630,0.0027
1202631,0.0027
1202632,0.0027
1202633,0.0027
1202634,0.0027
1202635,0.0027
1202636,0.0027
1202637,0.0027
1202638,0.0027
1202639,0.0027
1202640,0.0027
1202641,0.0027
1202642,0.0027
1202643,0.0027
1202644,0.0027
1202645,0.0027
1202646,0.0027
1202647,0.0027
1202648,0.0027
1202649,0.0027
1202650,0.0027
1202651,0.0027
1202652,0.0027
1202653,0.0027
1202654,0.0027
1202655,0.0027
1202656,0.0027
1202657,0.0027
1202658,0.0027
1202659,0.0027
1202660,0.0027
1202661,0.0027
1202662,0.0027
1202663,0.0027
1202664,0.0027
1202665,0.0027
1202666,0.0027
1202667,0.0027
1202668,0.0027
1202669,0.0027
1202670,0.0027
1202671,0.0027
1202672,0.0027
1202673,0.0027
1202674,0.0027
1202675,0.0027
1202676,0.0027
1202677,0.0027
1202678,0.0027
1202679,0.0027
1202680,0.0027
1202681,0.0027
1202682,0.0027
1202683,0.0027
1202684,0.0027
1202685,0.0027
1202686,0.0027
1202687,0.0027
1202688,0.0027
1202689,0.0027
1202690,0.0027
1202691,0.0027
1202692,0.0027
1202693,0.0027
1202694,0.0027
1202695,0.0027
1202696,0.0027
1202697,0.0027
1202698,0.0027
1202699,0.0027
1202701,0.0027
1202702,0.0027
1202703,0.0027
1202704,0.0027
1202705,0.0027
1202706,0.0027
1202707,0.0027
1202708,0.0027
1202709,0.0027
1202710,0.0027
1202712,0.0027
1202713,0.0027
1202714,0.0027
1202715,0.0027
1202716,0.0027
1202717,0.0027
1202718,0.0027
1202719,0.0027
1202720,0.0027
1202721,0.0027
1202722,0.0027
1202723,0.0027
1202724,0.0027
1202725,0.0027
1202726,0.0027
1202727,0.0027
1202728,0.0027
1202729,0.0027
1202730,0.0027
1202731,0.0027
1202732,0.0027
1202733,0.0027
1202734,0.0027
1202735,0.0027
1202736,0.0027
1202737,0.0027
1202738,0.0027
1202739,0.0027
1202740,0.0027
1202741,0.0027
1202742,0.0027
1202743,0.0027
1202744,0.0027
1202745,0.0027
1202746,0.0027
1202747,0.0027
1202748,0.0027
1202749,0.0027
1202750,0.0027
1202751,0.0027
1202752,0.0027
1202753,0.0027
1202754,0.0027
1202755,0.0027
1202756,0.0027
1202757,0.0027
1202758,0.0027
1202759,0.0027
1202760,0.0027
1202761,0.0027
1202762,0.0027
1202763,0.0027
1202764,0.0027
1202765,0.0027
1202766,0.0027
1202767,0.0027
1202768,0.0027
1202769,0.0027
1202770,0.0027
1202772,0.0027
1202773,0.0027
1202774,0.0027
1202775,0.0027
1202776,0.0027
1202777,0.0027
1202778,0.0027
1202779,0.0027
1202780,0.0027
1202781,0.0027
1202782,0.0027
1202783,0.0027
1202784,0.0027
1202785,0.0027
1202786,0.0027
1202787,0.0027
1202788,0.0027
1202789,0.0027
1202790,0.0027
1202791,0.0027
1202792,0.0027
1202793,0.0027
1202794,0.0027
1202795,0.0027
1202796,0.0027
1202797,0.0027
1202798,0.0027
1202799,0.0027
1202800,0.0027
1202801,0.0027
1202802,0.0027
1202803,0.0027
1202804,0.0027
1202805,0.0027
1202806,0.0027
1202807,0.0027
1202808,0.0027
1202809,0.0027
1202810,0.0027
1202812,0.0027
1202813,0.0027
1202814,0.0027
1202815,0.0027
1202816,0.0027
1202817,0.0027
1202818,0.0027
1202819,0.0027
1202820,0.0027
1202821,0.0027
1202822,0.0027
1202823,0.0027
1202824,0.0027
1202825,0.0027
1202826,0.0027
1202827,0.0027
1202828,0.0027
1202829,0.0027
1202830,0.0027
1202831,0.0027
1202832,0.0027
1202833,0.0027
1202834,0.0027
1202835,0.0027
1202836,0.0027
1202837,0.0027
1202838,0.0027
1202839,0.0027
1202840,0.0027
1202841,0.0027
1202842,0.0027
1202843,0.0027
1202844,0.0027
1202845,0.0027
1202846,0.0027
1202847,0.0027
1202848,0.0027
1202849,0.0027
1202850,0.0027
1202851,0.0027
1202852,0.0027
1202853,0.0027
1202854,0.0027
1202855,0.0027
1202856,0.0027
1202857,0.0027
1202858,0.0027
1202859,0.0027
1202860,0.0027
1202861,0.0027
1202862,0.0027
1202863,0.0027
1202864,0.0027
1202865,0.0027
1202866,0.0027
1202867,0.0027
1202868,0.0027
1202869,0.0027
1202870,0.0027
1202871,0.0027
1202872,0.0027
1202873,0.0027
1202874,0.0027
1202875,0.0027
1202876,0.0027
1202877,0.0027
1202878,0.0027
1202879,0.0027
1202880,0.0027
1202881,0.0027
1202882,0.0027
1202883,0.0027
1202884,0.0027
1202885,0.0027
1202886,0.0027
1202887,0.0027
1202888,0.0027
1202889,0.0027
1202890,0.0027
1202891,0.0027
1202892,0.0027
1202893,0.0027
1202894,0.0027
1202895,0.0027
1202896,0.0027
1202897,0.0027
1202898,0.0027
1202899,0.0027
1202900,0.0027
1202901,0.0027
1202902,0.0027
1202903,0.0027
1202904,0.0027
1202905,0.0027
1202906,0.0027
1202907,0.0027
1202908,0.0027
1202909,0.0027
1202910,0.0027
1202912,0.0027
1202913,0.0027
1202914,0.0027
1202915,0.0027
1202916,0.0027
1202917,0.0027
1202918,0.0027
1202919,0.0027
1202920,0.0027
1202921,0.0027
1202922,0.0027
1202923,0.0027
1202924,0.0027
1202925,0.0027
1202926,0.0027
1202927,0.0027
1202928,0.0027
1202929,0.0027
1202930,0.0027
1202931,0.0027
1202932,0.0027
1202933,0.0027
1202934,0.0027
1202935,0.0027
1202936,0.0027
1202937,0.0027
1202938,0.0027
1202939,0.0027
1202940,0.0027
1202941,0.0027
1202942,0.0027
1202943,0.0027
1202944,0.0027
1202945,0.0027
1202946,0.0027
1202947,0.0027
1202948,0.0027
1202949,0.0027
1202951,0.0027
1202952,0.0027
1202953,0.0027
1202954,0.0027
1202955,0.0027
1202956,0.0027
1202957,0.0027
1202960,0.0027
1202961,0.0027
1202962,0.0027
1202963,0.0027
1202964,0.0027
1202965,0.0027
1202966,0.0027
1202967,0.0027
1202968,0.0027
1202969,0.0027
1202970,0.0027
1202971,0.0027
1202972,0.0027
1202973,0.0027
1202974,0.0027
1202975,0.0027
1202977,0.0027
1202978,0.0027
1202979,0.0027
1202980,0.0027
1202981,0.0027
1202982,0.0027
1202983,0.0027
1202984,0.0027
1202985,0.0027
1202986,0.0027
1202987,0.0027
1202989,0.0027
1202990,0.0027
1202991,0.0027
1202992,0.0027
