prefix,rate
1713616,0.00217
1713617,0.00189
1713618,0.00216
1713619,0.00197
1713620,0.00255
1713621,0.00246
1713622,0.00236
1713623,0.00273
1713624,0.00274
1713625,0.00261
1713626,0.00261
1713627,0.00231
1713628,0.00197
1713629,0.00219
1713630,0.0026
1713631,0.00255
1713632,0.00249
1713633,0.00244
1713634,0.00223
1713635,0.00248
1713636,0.00232
1713637,0.00237
1713638,0.00209
1713639,0.0026
1713640,0.00239
1713641,0.00242
1713642,0.00217
1713643,0.0026
1713644,0.00246
1713645,0.00245
1713646,0.00253
1713647,0.00273
1713648,0.00213
1713649,0.00264
1713650,0.00224
1713651,0.00239
1713652,0.00244
1713653,0.00259
1713654,0.00249
1713655,0.00249
1713656,0.00255
1713657,0.00228
1713658,0.00245
1713659,0.00236
1713660,0.0025
1713661,0.00254
1713662,0.0024
1713663,0.00238
1713664,0.00269
1713665,0.00239
1713666,0.00261
1713667,0.00238
1713668,0.00263
1713669,0.00271
1713670,0.00238
1713671,0.00232
1713672,0.00242
1713673,0.00268
1713674,0.00242
1713675,0.00243
1713676,0.00261
1713677,0.00236
1713678,0.00253
1713679,0.00238
1713680,0.0027
1713681,0.0026
1713682,0.0024
1713683,0.00262
1713684,0.0022
1713685,0.00261
1713686,0.00268
1713687,0.00212
1713688,0.00265
1713689,0.00254
1713690,0.00241
1713691,0.00262
1713692,0.00239
1713693,0.00213
1713694,0.00259
1713695,0.00243
1713696,0.00256
1713697,0.0025
1713698,0.00217
1713699,0.00251
1713701,0.00253
1713702,0.00207
1713703,0.00194
1713704,0.00242
1713705,0.00203
1713706,0.00224
1713707,0.00197
1713708,0.00213
1713709,0.00193
1713710,0.00214
1713712,0.002
1713714,0.00233
1713715,0.00262
1713716,0.00217
1713717,0.00193
1713718,0.00251
1713719,0.00216
1713720,0.00199
1713721,0.00262
1713722,0.00267
1713723,0.00235
1713724,0.00189
1713725,0.00196
1713726,0.00203
1713727,0.0018
1713728,0.0024
1713729,0.00252
1713730,0.00241
1713731,0.00259
1713732,0.0024
1713733,0.0026
1713734,0.00265
1713735,0.00245
1713736,0.00213
1713737,0.0026
1713738,0.00265
1713739,0.00202
1713740,0.00229
1713741,0.00251
1713742,0.00203
1713743,0.0026
1713744,0.00261
1713745,0.00244
1713746,0.0023
1713747,0.00269
1713748,0.0025
1713749,0.00253
1713750,0.00253
1713751,0.00224
1713752,0.00239
1713753,0.00238
1713754,0.00255
1713755,0.00257
1713756,0.00254
1713757,0.00224
1713758,0.00256
1713759,0.00256
1713760,0.00202
1713761,0.00214
1713762,0.0019
1713763,0.00195
1713764,0.00193
1713765,0.00201
1713766,0.00316
1713767,0.00253
1713768,0.00207
1713769,0.00218
1713770,0.00246
1713771,0.00261
1713772,0.00269
1713773,0.00259
1713774,0.00256
1713775,0.00199
1713776,0.00257
1713777,0.00249
1713778,0.00248
1713779,0.0024
1713780,0.00248
1713781,0.00244
1713782,0.00247
1713783,0.00252
1713784,0.00236
1713785,0.00234
1713786,0.00192
1713787,0.00241
1713788,0.00253
1713789,0.00239
1713790,0.0023
1713791,0.0024
1713792,0.00244
1713793,0.00247
1713794,0.00239
1713795,0.00241
1713796,0.0024
1713797,0.00242
1713798,0.00246
1713799,0.00246
1713800,0.00316
1713801,0.002
1713802,0.00254
1713803,0.00235
1713804,0.0021
1713805,0.00197
1713806,0.00192
1713807,0.00276
1713808,0.00266
1713809,0.0019
1713810,0.00216
1713812,0.00242
1713813,0.00214
1713814,0.0028
1713815,0.00216
1713816,0.00198
1713817,0.00198
1713818,0.0019
1713819,0.00198
1713820,0.00264
1713821,0.00309
1713822,0.00196
1713823,0.00205
1713824,0.00187
1713825,0.0019
1713826,0.00192
1713827,0.00235
1713828,0.00194
1713829,0.0019
1713830,0.00282
1713831,0.00259
1713833,0.0019
1713834,0.00228
1713835,0.00265
1713836,0.00261
1713837,0.00232
1713838,0.00237
1713839,0.00268
1713840,0.00269
1713841,0.00192
1713842,0.00247
1713843,0.00266
1713844,0.00229
1713845,0.00252
1713846,0.00197
1713847,0.0024
1713848,0.00326
1713849,0.00273
1713850,0.00245
1713851,0.00195
1713852,0.0027
1713853,0.00252
1713854,0.00204
1713855,0.00235
1713856,0.0024
1713857,0.00193
1713858,0.00201
1713859,0.00197
1713860,0.00306
1713861,0.00244
1713862,0.0024
1713863,0.0024
1713864,0.00266
1713865,0.00214
1713866,0.00222
1713867,0.00261
1713868,0.00232
1713869,0.00258
1713870,0.00191
1713871,0.00242
1713872,0.0019
1713873,0.00255
1713874,0.00265
1713875,0.0024
1713876,0.00192
1713877,0.00258
1713878,0.00258
1713879,0.00262
1713880,0.00241
1713881,0.00262
1713882,0.0021
1713883,0.0019
1713884,0.00242
1713885,0.00255
1713886,0.00211
1713888,0.00235
1713889,0.00254
1713890,0.00244
1713891,0.00196
1713892,0.00261
1713893,0.00222
1713894,0.00232
1713895,0.00252
1713896,0.00244
1713897,0.0025
1713898,0.00191
1713899,0.00189
1713900,0.00222
1713901,0.00191
1713902,0.00254
1713903,0.00277
1713904,0.00317
1713905,0.00191
1713906,0.00198
1713907,0.00198
1713908,0.0019
1713909,0.00252
1713910,0.00241
1713912,0.00199
1713913,0.00241
1713914,0.00224
1713915,0.002
1713916,0.00213
1713917,0.00243
1713918,0.00252
1713919,0.00189
1713920,0.00259
1713921,0.00258
1713922,0.00237
1713923,0.00264
1713924,0.00236
1713925,0.00248
1713926,0.00259
1713927,0.00246
1713928,0.00245
1713929,0.00286
1713930,0.00291
1713931,0.00347
1713932,0.00246
1713933,0.00289
1713934,0.00235
1713935,0.00242
1713936,0.00211
1713937,0.00254
1713938,0.0019
1713939,0.00269
1713940,0.00263
1713941,0.00239
1713942,0.00215
1713943,0.00242
1713944,0.00256
1713945,0.00252
1713946,0.00258
1713947,0.00239
1713948,0.00232
1713949,0.0019
1713951,0.00243
1713952,0.00239
1713953,0.00238
1713954,0.00225
1713955,0.00247
1713956,0.00237
1713957,0.00241
1713960,0.00249
1713961,0.0025
1713962,0.00199
1713963,0.00262
1713964,0.00258
1713965,0.00245
1713966,0.00262
1713967,0.00258
1713968,0.00253
1713969,0.00202
1713970,0.0026
1713971,0.00193
1713972,0.00248
1713973,0.00251
1713974,0.00239
1713975,0.00266
1713977,0.0025
1713978,0.00231
1713979,0.0029
1713980,0.00275
1713981,0.00269
1713982,0.00232
1713983,0.00243
1713984,0.00241
1713985,0.00268
1713986,0.00326
1713987,0.00238
1713988,0.00239
1713989,0.00259
1713990,0.00199
1713991,0.00255
1713992,0.00245
1713993,0.0024
1713994,0.00258
1713995,0.0026
1713996,0.00241
1713997,0.00315
1713998,0.00218
1713999,0.00257
1714200,0.00372
1714201,0.00354
1714202,0.00215
1714203,0.00318
1714204,0.00495
1714205,0.00296
1714206,0.00286
1714207,0.00299
1714208,0.00279
1714209,0.00435
1714210,0.00287
1714212,0.00358
1714213,0.00267
1714214,0.00352
1714215,0.00214
1714216,0.00347
1714217,0.00368
1714218,0.00357
1714219,0.00337
1714220,0.00296
1714221,0.00254
1714222,0.00217
1714223,0.00292
1714224,0.00321
1714225,0.00279
1714226,0.00254
1714227,0.00343
1714228,0.00293
1714229,0.00266
1714230,0.00298
1714231,0.00294
1714232,0.00419
1714233,0.00284
1714234,0.00452
1714235,0.0028
1714236,0.00284
1714237,0.00249
1714238,0.00292
1714239,0.00259
1714240,0.0029
1714241,0.00282
1714242,0.00312
1714243,0.00316
1714244,0.00396
1714245,0.00267
1714246,0.0029
1714247,0.00264
1714248,0.00206
1714249,0.00214
1714250,0.00233
1714251,0.00274
1714252,0.00253
1714253,0.00218
1714254,0.0029
1714255,0.00285
1714256,0.00315
1714257,0.00267
1714258,0.00295
1714259,0.00283
1714260,0.00199
1714261,0.00446
1714262,0.0022
1714263,0.00304
1714264,0.00342
1714265,0.0029
1714266,0.0029
1714267,0.00339
1714268,0.00336
1714269,0.00342
1714270,0.00352
1714271,0.00335
1714272,0.00347
1714273,0.00347
1714274,0.00223
1714275,0.00338
1714276,0.00331
1714277,0.00209
1714278,0.00237
1714279,0.00266
1714280,0.00258
1714281,0.00307
1714282,0.00266
1714283,0.0027
1714284,0.00288
1714285,0.00288
1714286,0.00348
1714287,0.0022
1714288,0.00276
1714289,0.00296
1714290,0.00222
1714291,0.00342
1714292,0.00228
1714293,0.00219
1714294,0.00289
1714295,0.00292
1714296,0.00228
1714297,0.00302
1714298,0.00338
1714299,0.00326
1714300,0.00275
1714301,0.003
1714302,0.003
1714303,0.00318
1714304,0.00334
1714305,0.00345
1714306,0.00358
1714307,0.00353
1714308,0.00222
1714309,0.00213
1714310,0.00352
1714312,0.00353
1714313,0.00218
1714314,0.00348
1714315,0.00222
1714316,0.00226
1714317,0.00298
1714318,0.0023
1714319,0.00216
1714320,0.00353
1714321,0.00215
1714322,0.00346
1714323,0.00216
1714324,0.00334
1714325,0.00341
1714326,0.00356
1714327,0.00257
1714328,0.00213
1714329,0.00222
1714330,0.00364
1714331,0.00436
1714332,0.00252
1714333,0.00372
1714334,0.00216
1714335,0.00211
1714336,0.002
1714337,0.00201
1714338,0.00253
1714339,0.00262
1714340,0.00446
1714341,0.00286
1714342,0.00343
1714343,0.00357
1714344,0.0034
1714345,0.00199
1714346,0.00344
1714347,0.00275
1714348,0.00291
1714349,0.00218
1714350,0.00355
1714351,0.00204
1714352,0.0022
1714353,0.0028
1714354,0.00342
1714355,0.00346
1714356,0.00204
1714357,0.00209
1714358,0.00336
1714359,0.00334
1714360,0.00424
1714361,0.00214
1714362,0.00209
1714363,0.00219
1714364,0.00319
1714365,0.00282
1714366,0.00277
1714367,0.00264
1714368,0.00268
1714369,0.00216
1714370,0.0034
1714371,0.00309
1714372,0.00261
1714373,0.00267
1714374,0.00304
1714375,0.00294
1714376,0.00276
1714377,0.00291
1714378,0.00275
1714379,0.00243
1714380,0.00209
1714381,0.00283
1714382,0.00223
1714383,0.00402
1714384,0.0022
1714385,0.00303
1714386,0.00238
1714387,0.00315
1714388,0.00321
1714389,0.00277
1714390,0.00353
1714391,0.00281
1714392,0.00213
1714393,0.00212
1714394,0.00349
1714395,0.00282
1714396,0.0028
1714397,0.00215
1714398,0.00329
1714399,0.00264
1714400,0.00215
1714401,0.00212
1714402,0.00206
1714403,0.00214
1714404,0.00279
1714405,0.00339
1714406,0.00277
1714407,0.00353
1714408,0.00212
1714409,0.00324
1714410,0.0032
1714412,0.00281
1714413,0.00253
1714414,0.00286
1714415,0.00216
1714416,0.00333
1714417,0.00241
1714418,0.0029
1714419,0.00336
1714420,0.00283
1714421,0.00215
1714422,0.00216
1714423,0.00359
1714424,0.00296
1714425,0.00361
1714426,0.0035
1714427,0.00277
1714428,0.00264
1714429,0.00267
1714430,0.00246
1714431,0.00262
1714432,0.00259
1714433,0.00281
1714434,0.00316
1714435,0.00289
1714436,0.00269
1714437,0.0027
1714438,0.00261
1714439,0.00315
1714440,0.00223
1714441,0.00271
1714442,0.00215
1714443,0.00229
1714444,0.00277
1714445,0.00261
1714446,0.00302
1714447,0.00292
1714448,0.00286
1714449,0.00262
1714450,0.00312
1714451,0.0022
1714452,0.00224
1714453,0.0032
1714454,0.00349
1714455,0.00234
1714456,0.00258
1714457,0.0028
1714458,0.00352
1714459,0.0034
1714460,0.00345
1714461,0.00302
1714462,0.00212
1714463,0.00219
1714464,0.00438
1714465,0.0022
1714466,0.0028
1714467,0.00321
1714468,0.00216
1714469,0.00214
1714470,0.00276
1714471,0.00275
1714472,0.00285
1714473,0.00334
1714474,0.003
1714475,0.00308
1714476,0.00286
1714477,0.00294
1714478,0.00353
1714479,0.00296
1714480,0.00286
1714481,0.00321
1714482,0.00216
1714483,0.00284
1714484,0.00276
1714485,0.00216
1714486,0.00278
1714487,0.00449
1714488,0.00358
1714489,0.00335
1714490,0.00284
1714491,0.00265
1714492,0.00278
1714493,0.00284
1714494,0.00325
1714495,0.00454
1714496,0.0035
1714497,0.00349
1714498,0.00279
1714499,0.00405
1714500,0.00259
1714501,0.00224
1714502,0.0029
1714503,0.00264
1714504,0.00213
1714505,0.00288
1714506,0.00345
1714507,0.00306
1714508,0.00299
1714509,0.00353
1714510,0.00402
1714512,0.00189
1714513,0.00276
1714514,0.00223
1714515,0.00219
1714516,0.00295
1714517,0.00262
1714518,0.00254
1714519,0.00242
1714520,0.00309
1714521,0.00285
1714522,0.00274
1714523,0.00297
1714524,0.00301
1714525,0.00289
1714526,0.00292
1714527,0.00313
1714528,0.00318
1714529,0.00287
1714530,0.00281
1714531,0.00288
1714532,0.00286
1714533,0.00294
1714534,0.00267
1714535,0.00286
1714536,0.00309
1714537,0.00293
1714538,0.00285
1714539,0.00291
1714540,0.0027
1714541,0.00267
1714542,0.00269
1714543,0.0027
1714544,0.00301
1714545,0.00295
1714546,0.00267
1714547,0.00271
1714548,0.00458
1714549,0.0027
1714550,0.00287
1714551,0.00259
1714552,0.00321
1714553,0.00496
1714554,0.00306
1714556,0.00265
1714557,0.00292
1714558,0.0026
1714559,0.00292
1714560,0.00296
1714561,0.00409
1714562,0.00281
1714563,0.00293
1714564,0.00313
1714565,0.00246
1714566,0.00289
1714567,0.0026
1714568,0.00274
1714569,0.00292
1714570,0.00378
1714571,0.0032
1714572,0.00265
1714573,0.00282
1714574,0.00404
1714575,0.00284
1714576,0.00414
1714577,0.00314
1714578,0.00297
1714579,0.00283
1714580,0.00291
1714581,0.00246
1714582,0.00217
1714583,0.00402
1714584,0.0032
1714585,0.00281
1714586,0.00399
1714587,0.00199
1714588,0.00435
1714589,0.0019
1714590,0.00274
1714591,0.00303
1714592,0.00442
1714593,0.00295
1714594,0.00285
1714595,0.00357
1714596,0.00245
1714597,0.00397
1714598,0.00327
1714599,0.00327
1714600,0.0034
1714601,0.00354
1714602,0.00267
1714603,0.00405
1714604,0.00308
1714605,0.00392
1714606,0.00357
1714607,0.00292
1714608,0.00327
1714609,0.0036
1714610,0.00401
1714612,0.00291
1714613,0.00306
1714614,0.00208
1714615,0.00206
1714616,0.00443
1714617,0.00285
1714618,0.00418
1714619,0.00258
1714620,0.00261
1714621,0.00288
1714622,0.00452
1714623,0.00439
1714624,0.0035
1714625,0.00286
1714626,0.00289
1714627,0.00288
1714628,0.00277
1714629,0.00472
1714630,0.00299
1714631,0.00402
1714632,0.0029
1714633,0.00303
1714634,0.00284
1714635,0.00276
1714636,0.00306
1714637,0.00307
1714638,0.00283
1714639,0.00314
1714640,0.00347
1714641,0.00284
1714642,0.0036
1714643,0.00393
1714644,0.00288
1714645,0.00257
1714646,0.0023
1714647,0.0028
1714648,0.0026
1714649,0.00257
1714650,0.00409
1714651,0.00356
1714652,0.00357
1714653,0.00434
1714654,0.00278
1714655,0.00349
1714656,0.00211
1714657,0.00428
1714658,0.00279
1714659,0.00209
1714660,0.00322
1714661,0.00286
1714662,0.00301
1714663,0.00273
1714664,0.00299
1714665,0.00292
1714666,0.00281
1714667,0.0029
1714668,0.00288
1714669,0.00286
1714670,0.0026
1714671,0.00277
1714672,0.00302
1714673,0.00216
1714674,0.00292
1714675,0.00444
1714676,0.00316
1714677,0.00216
1714678,0.00332
1714679,0.00356
1714680,0.00286
1714681,0.00269
1714682,0.00293
1714683,0.00366
1714684,0.00321
1714685,0.00279
1714686,0.00346
1714687,0.00294
1714688,0.0028
1714689,0.00236
1714690,0.00271
1714691,0.00333
1714692,0.00275
1714693,0.00316
1714694,0.00308
1714695,0.00317
1714696,0.00323
1714697,0.00357
1714698,0.0031
1714699,0.00188
1714701,0.00292
1714702,0.00218
1714703,0.00276
1714704,0.00278
1714705,0.00263
1714706,0.00223
1714707,0.00444
1714708,0.0027
1714709,0.00194
1714710,0.00233
1714712,0.00269
1714713,0.00203
1714714,0.00223
1714715,0.00212
1714716,0.00272
1714717,0.00435
1714718,0.00286
1714719,0.00206
1714720,0.0029
1714721,0.00354
1714722,0.00215
1714723,0.00443
1714724,0.0044
1714725,0.00428
1714726,0.00483
1714727,0.0028
1714728,0.00421
1714729,0.00309
1714730,0.00297
1714731,0.00281
1714732,0.00268
1714733,0.00319
1714734,0.00279
1714735,0.00306
1714736,0.00287
1714737,0.00399
1714738,0.00285
1714739,0.00303
1714740,0.00286
1714741,0.00292
1714742,0.00209
1714743,0.00217
1714744,0.00305
1714745,0.0021
1714746,0.00361
1714747,0.00334
1714748,0.00263
1714749,0.00345
1714750,0.00284
1714751,0.00288
1714752,0.00352
1714753,0.00272
1714754,0.00268
1714755,0.0027
1714756,0.00331
1714757,0.00426
1714758,0.00293
1714759,0.00455
1714760,0.00411
1714761,0.00299
1714762,0.00267
1714763,0.00299
1714764,0.00265
1714765,0.0028
1714766,0.00374
1714767,0.00372
1714768,0.00339
1714769,0.0026
1714770,0.00316
1714771,0.00298
1714772,0.00317
1714773,0.00298
1714774,0.00303
1714775,0.00291
1714776,0.00308
1714777,0.0032
1714778,0.00293
1714779,0.00302
1714780,0.00318
1714781,0.0025
1714782,0.00321
1714783,0.00294
1714784,0.00314
1714785,0.00341
1714786,0.00338
1714787,0.00444
1714788,0.00215
1714789,0.00343
1714790,0.00456
1714791,0.0028
1714792,0.00294
1714793,0.00214
1714794,0.0038
1714795,0.0021
1714796,0.00293
1714797,0.00431
1714798,0.00405
1714799,0.00258
1714800,0.00255
1714801,0.00363
1714802,0.00358
1714803,0.0034
1714804,0.00444
1714805,0.00407
1714806,0.00339
1714807,0.00228
1714808,0.00304
1714809,0.00285
1714810,0.00352
1714812,0.00366
1714813,0.00355
1714814,0.00346
1714815,0.00356
1714816,0.00293
1714817,0.00294
1714818,0.0039
1714819,0.00338
1714820,0.00306
1714821,0.00289
1714822,0.00301
1714823,0.00258
1714824,0.00203
1714825,0.00268
1714826,0.00303
1714827,0.00294
1714828,0.00304
1714829,0.00222
1714830,0.00283
1714831,0.00272
1714832,0.00282
1714833,0.00223
1714834,0.0025
1714835,0.00295
1714836,0.00293
1714837,0.00463
1714838,0.00276
1714839,0.00269
1714840,0.00313
1714841,0.00305
1714842,0.0028
1714843,0.00254
1714844,0.00318
1714845,0.00264
1714846,0.00301
1714847,0.00293
1714848,0.00302
1714849,0.00313
1714850,0.00287
1714851,0.00337
1714852,0.00281
1714853,0.00282
1714854,0.00274
1714855,0.00431
1714856,0.00343
1714857,0.00293
1714858,0.00278
1714859,0.00294
1714860,0.00217
1714861,0.00311
1714862,0.00277
1714863,0.0028
1714864,0.00219
1714865,0.00299
1714866,0.00275
1714867,0.0022
1714868,0.00318
1714869,0.00316
1714870,0.00276
1714871,0.00289
1714872,0.00333
1714873,0.00427
1714874,0.00319
1714875,0.00357
1714876,0.00217
1714877,0.00337
1714878,0.0036
1714879,0.00294
1714880,0.00216
1714881,0.00213
1714882,0.00216
1714883,0.00364
1714884,0.0028
1714885,0.00294
1714886,0.00224
1714887,0.00281
1714888,0.00253
1714889,0.003
1714890,0.00253
1714891,0.00262
1714892,0.0028
1714893,0.00264
1714894,0.00253
1714895,0.00276
1714896,0.00259
1714897,0.00272
1714898,0.00277
1714899,0.00239
1714900,0.00283
1714901,0.0026
1714902,0.00317
1714903,0.0027
1714904,0.00218
1714905,0.00316
1714906,0.00357
1714907,0.00402
1714908,0.00314
1714909,0.0045
1714910,0.00277
1714912,0.00315
1714913,0.00403
1714914,0.00354
1714915,0.00346
1714916,0.00207
1714917,0.00232
1714918,0.0022
1714919,0.00215
1714920,0.00285
1714921,0.00295
1714922,0.0026
1714923,0.00292
1714924,0.00219
1714925,0.00345
1714926,0.00276
1714927,0.00274
1714928,0.00349
1714929,0.00321
1714930,0.00351
1714931,0.00292
1714932,0.00358
1714933,0.00297
1714934,0.00225
1714935,0.00286
1714936,0.00281
1714937,0.00265
1714938,0.003
1714939,0.00295
1714940,0.00262
1714941,0.00328
1714942,0.00286
1714943,0.00205
1714944,0.00207
1714945,0.003
1714946,0.00285
1714947,0.00425
1714948,0.00297
1714949,0.00446
1714951,0.00203
1714952,0.00277
1714953,0.00253
1714954,0.00248
1714955,0.00267
1714956,0.00306
1714957,0.00277
1714960,0.00295
1714961,0.00292
1714962,0.00317
1714963,0.00314
1714964,0.00298
1714965,0.0025
1714966,0.00292
1714967,0.0026
1714968,0.00317
1714969,0.00319
1714970,0.00283
1714971,0.00278
1714972,0.00278
1714973,0.00317
1714974,0.00275
1714975,0.00363
1714977,0.00261
1714978,0.00299
1714979,0.00275
1714980,0.00274
1714981,0.00281
1714982,0.00318
1714983,0.00319
1714984,0.00306
1714985,0.00272
1714986,0.00293
1714987,0.00324
1714988,0.00318
1714989,0.0027
1714990,0.00302
1714991,0.00321
1714992,0.00272
1714993,0.00281
1714994,0.0028
1714995,0.00306
1714996,0.00267
1714997,0.00273
1714998,0.00284
1714999,0.00303
1715200,0.00436
1715201,0.0059
1715202,0.00202
1715203,0.00237
1715204,0.00275
1715205,0.00347
1715206,0.00202
1715207,0.00294
1715208,0.00206
1715209,0.00228
1715210,0.00225
1715212,0.00291
1715213,0.00222
1715214,0.0029
1715215,0.00317
1715216,0.00218
1715217,0.0031
1715218,0.00222
1715219,0.0027
1715220,0.00236
1715221,0.00333
1715222,0.00441
1715223,0.00321
1715224,0.00328
1715225,0.00221
1715226,0.00223
1715227,0.0042
1715228,0.01228
1715229,0.00338
1715230,0.00296
1715231,0.00999
1715232,0.00271
1715233,0.00265
1715234,0.00374
1715235,0.00273
1715236,0.00357
1715237,0.01037
1715238,0.00562
1715239,0.00335
1715240,0.00518
1715241,0.00307
1715243,0.00379
1715244,0.00403
1715245,0.00317
1715246,0.0036
1715247,0.01183
1715248,0.00354
1715249,0.01097
1715250,0.00269
1715251,0.01053
1715252,0.003
1715253,0.00401
1715254,0.00313
1715255,0.00343
1715256,0.00294
1715257,0.00336
1715258,0.00304
1715259,0.00366
1715260,0.00411
1715261,0.00332
1715262,0.00389
1715263,0.01147
1715264,0.00409
1715265,0.00407
1715266,0.00418
1715267,0.00596
1715268,0.01188
1715269,0.01003
1715270,0.00209
1715271,0.00409
1715272,0.00484
1715273,0.00295
1715274,0.00432
1715275,0.00449
1715276,0.00389
1715277,0.00437
1715278,0.00848
1715279,0.0038
1715280,0.00423
1715281,0.00221
1715282,0.00489
1715283,0.00605
1715284,0.0035
1715285,0.00954
1715286,0.00388
1715287,0.00979
1715288,0.00501
1715289,0.00342
1715290,0.00391
1715291,0.00331
1715292,0.00328
1715293,0.00389
1715294,0.00399
1715295,0.00301
1715296,0.00323
1715297,0.00419
1715298,0.0072
1715299,0.00229
1715300,0.01624
1715301,0.00311
1715302,0.00289
1715303,0.00403
1715304,0.00286
1715305,0.00226
1715306,0.00204
1715307,0.00205
1715308,0.00223
1715309,0.00306
1715310,0.00401
1715312,0.00203
1715313,0.0021
1715314,0.00219
1715315,0.00233
1715316,0.00225
1715317,0.00401
1715318,0.00312
1715319,0.00434
1715321,0.00272
1715322,0.00448
1715323,0.00425
1715324,0.00381
1715325,0.00577
1715326,0.00329
1715327,0.00357
1715328,0.00428
1715329,0.00203
1715330,0.00284
1715331,0.00216
1715332,0.00982
1715333,0.00375
1715334,0.00384
1715335,0.01255
1715336,0.00376
1715337,0.00328
1715338,0.00453
1715339,0.00906
1715340,0.00232
1715341,0.00313
1715342,0.00312
1715343,0.0029
1715344,0.00299
1715345,0.00304
1715346,0.00307
1715347,0.00207
1715348,0.00299
1715349,0.0125
1715350,0.00221
1715351,0.00216
1715352,0.00334
1715353,0.01039
1715354,0.00425
1715355,0.00312
1715356,0.00333
1715357,0.01175
1715358,0.0032
1715359,0.00338
1715360,0.00402
1715361,0.00473
1715362,0.00437
1715363,0.00827
1715364,0.00395
1715365,0.00464
1715366,0.01107
1715367,0.00401
1715368,0.00326
1715369,0.00409
1715370,0.00283
1715371,0.00286
1715372,0.00812
1715373,0.00342
1715374,0.00351
1715375,0.00396
1715376,0.00402
1715377,0.00269
1715378,0.00344
1715379,0.00294
1715380,0.00341
1715381,0.00268
1715382,0.00525
1715383,0.00324
1715384,0.0032
1715385,0.00578
1715386,0.00277
1715387,0.00345
1715388,0.00313
1715389,0.00308
1715390,0.00419
1715391,0.00313
1715392,0.00358
1715393,0.00334
1715394,0.00337
1715395,0.00347
1715396,0.00327
1715397,0.00271
1715398,0.00355
1715399,0.0034
1715400,0.00423
1715401,0.00219
1715402,0.00316
1715403,0.0039
1715404,0.00432
1715405,0.01069
1715406,0.0023
1715407,0.0023
1715408,0.00233
1715409,0.00201
1715410,0.00404
1715412,0.00423
1715413,0.00224
1715415,0.00228
1715416,0.00212
1715417,0.00226
1715418,0.00212
1715419,0.00219
1715420,0.00569
1715421,0.00568
1715422,0.006
1715423,0.00593
1715424,0.00594
1715425,0.00283
1715426,0.0029
1715427,0.00411
1715428,0.012
1715429,0.00212
1715430,0.02519
1715431,0.00216
1715432,0.00413
1715434,0.00619
1715435,0.00557
1715436,0.00233
1715437,0.00256
1715438,0.00423
1715439,0.00237
1715440,0.0031
1715441,0.00314
1715442,0.004
1715443,0.00314
1715444,0.00293
1715445,0.01055
1715446,0.00309
1715447,0.00504
1715448,0.00384
1715449,0.00316
1715450,0.00215
1715451,0.00215
1715452,0.00467
1715453,0.00346
1715454,0.00409
1715455,0.0114
1715456,0.00408
1715457,0.00739
1715458,0.01304
1715459,0.00597
1715460,0.00402
1715461,0.00233
1715462,0.00399
1715463,0.01228
1715464,0.0034
1715465,0.00242
1715466,0.00354
1715467,0.00974
1715468,0.00392
1715469,0.00346
1715470,0.00237
1715471,0.00216
1715472,0.01279
1715473,0.00422
1715474,0.0049
1715475,0.00311
1715476,0.00398
1715477,0.00307
1715478,0.00515
1715479,0.00335
1715480,0.00998
1715481,0.00251
1715482,0.00209
1715483,0.00433
1715484,0.00299
1715485,0.0041
1715486,0.00335
1715487,0.00458
1715488,0.01365
1715489,0.00345
1715490,0.00217
1715491,0.00228
1715492,0.00217
1715493,0.00232
1715494,0.00282
1715495,0.00231
1715496,0.00209
1715497,0.00466
1715498,0.0022
1715499,0.00207
1715500,0.00343
1715501,0.002
1715502,0.00231
1715503,0.00231
1715504,0.00235
1715505,0.0041
1715506,0.00263
1715507,0.00251
1715508,0.0027
1715509,0.00255
1715510,0.0058
1715512,0.00398
1715513,0.00215
1715514,0.00501
1715515,0.00359
1715516,0.00386
1715517,0.00612
1715518,0.00334
1715519,0.00209
1715520,0.00349
1715521,0.00234
1715522,0.00253
1715523,0.00443
1715524,0.00453
1715525,0.00219
1715526,0.00445
1715527,0.00217
1715528,0.01135
1715529,0.00432
1715530,0.00223
1715531,0.00254
1715532,0.00347
1715533,0.00227
1715535,0.00474
1715536,0.00322
1715537,0.00406
1715538,0.00349
1715539,0.00326
1715540,0.00581
1715541,0.00292
1715542,0.00344
1715543,0.00504
1715544,0.00651
1715545,0.00346
1715546,0.00331
1715547,0.00341
1715548,0.00321
1715549,0.00279
1715550,0.00392
1715551,0.00414
1715552,0.00266
1715553,0.00219
1715554,0.00207
1715556,0.00403
1715557,0.00202
1715558,0.0022
1715559,0.00447
1715560,0.00399
1715561,0.00348
1715562,0.00217
1715563,0.00225
1715564,0.00502
1715565,0.00919
1715566,0.00216
1715567,0.00208
1715568,0.00733
1715569,0.00821
1715570,0.00403
1715571,0.00418
1715572,0.00417
1715573,0.00284
1715574,0.00419
1715575,0.00402
1715576,0.0038
1715577,0.00221
1715578,0.00431
1715579,0.0022
1715580,0.0021
1715581,0.00271
1715582,0.00342
1715583,0.00577
1715584,0.00427
1715585,0.00388
1715586,0.00401
1715587,0.00418
1715588,0.00335
1715589,0.00969
1715590,0.00228
1715591,0.00933
1715592,0.00918
1715593,0.00986
1715594,0.00964
1715595,0.00492
1715596,0.0042
1715597,0.00318
1715598,0.00263
1715600,0.00279
1715601,0.00319
1715602,0.00283
1715603,0.00393
1715604,0.00394
1715605,0.00395
1715606,0.0044
1715607,0.00214
