prefix,rate
1201577,0.0025
1201578,0.0071
1201579,0.0044
1201580,0.0023
1201581,0.0034
1201582,0.0044
1201583,0.0046
1201584,0.0034
1201585,0.004
1201586,0.0034
1201587,0.0034
1201588,0.0044
1201589,0.0044
1201590,0.0044
1201591,0.0023
1201592,0.0038
1201593,0.003
1201594,0.004
1201595,0.0034
1201596,0.0023
1201597,0.0044
1201598,0.0059
1201599,0.0044
1201600,0.0023
1201601,0.0044
1201602,0.0025
1201603,0.0023
1201604,0.0023
1201605,0.0023
1201606,0.0023
1201607,0.0019
1201608,0.0023
1201609,0.1186
1201610,0.0034
1201611,0.0328
1201612,0.0044
1201613,0.0023
1201614,0.0036
1201615,0.0023
1201616,0.0046
1201617,0.0046
1201618,0.0023
1201619,0.0025
1201620,0.0038
1201621,0.0023
1201622,0.0023
1201623,0.0023
1201624,0.003
1201625,0.0023
1201626,0.004
1201627,0.0075
1201628,0.0025
1201629,0.0067
1201630,0.0046
1201631,0.003
1201632,0.0023
1201633,0.0025
1201634,0.0044
1201635,0.004
1201636,0.0044
1201637,0.0046
1201638,0.0023
1201639,0.0044
1201640,0.0059
1201641,0.0044
1201642,0.0023
1201643,0.0023
1201644,0.0034
1201645,0.0025
1201646,0.0023
1201647,0.0065
1201648,0.0023
1201649,0.0038
1201650,0.0048
1201651,0.0046
1201652,0.0044
1201653,0.0038
1201654,0.0044
1201655,0.004
1201656,0.0044
1201657,0.0046
1201658,0.0065
1201659,0.0034
1201660,0.0038
1201661,0.0044
1201662,0.0046
1201663,0.003
1201664,0.0044
1201665,0.0046
1201666,0.0034
1201667,0.0059
1201668,0.0046
1201669,0.0025
1201670,0.0034
1201671,0.003
1201672,0.0038
1201673,0.003
1201674,0.0048
1201675,0.0044
1201676,0.0067
1201677,0.0044
1201678,0.003
1201679,0.0046
1201680,0.003
1201681,0.0046
1201682,0.0063
1201683,0.0034
1201684,0.0044
1201685,0.003
1201686,0.0046
1201687,0.0059
1201688,0.0065
1201689,0.0044
1201690,0.0025
1201691,0.0044
1201692,0.003
1201693,0.0038
1201694,0.0025
1201695,0.003
1201696,0.0025
1201697,0.0046
1201698,0.0019
1201699,0.0065
1201700,0.0328
1201701,0.0046
1201702,0.0048
1201703,0.004
1201704,0.0023
1201705,0.0044
1201706,0.0046
1201707,0.0046
1201708,0.0044
1201709,0.0046
1201710,0.0023
1201711,0.0328
1201712,0.0034
1201713,0.0038
1201714,0.0034
1201715,0.0053
1201716,0.0046
1201717,0.0328
1201718,0.0053
1201719,0.0044
1201720,0.0038
1201721,0.0034
1201722,0.004
1201723,0.0044
1201724,0.0063
1201725,0.0025
1201726,0.0075
1201727,0.0044
1201728,0.0044
1201729,0.0044
1201730,0.0044
1201731,0.0025
1201732,0.0038
1201733,0.0025
1201734,0.0023
1201735,0.0025
1201736,0.0059
1201737,0.0059
1201738,0.0048
1201739,0.0023
1201740,0.0025
1201741,0.0023
1201742,0.0025
1201743,0.004
1201744,0.0038
1201745,0.0053
1201746,0.0034
1201747,0.0048
1201748,0.0038
1201749,0.0044
1201750,0.0046
1201751,0.0025
1201752,0.003
1201753,0.0046
1201754,0.0025
1201755,0.0046
1201756,0.0065
1201757,0.0059
1201758,0.0046
1201759,0.0046
1201760,0.0044
1201761,0.003
1201762,0.0036
1201763,0.0034
1201764,0.0065
1201765,0.0025
1201766,0.0046
1201767,0.0038
1201768,0.0034
1201769,0.0065
1201770,0.0046
1201771,0.003
1201772,0.0048
1201773,0.0032
1201774,0.0048
1201775,0.0044
1201776,0.0048
1201777,0.0025
1201778,0.0025
1201779,0.0059
1201780,0.0053
1201781,0.0023
1201782,0.0044
1201783,0.0071
1201784,0.0038
1201785,0.004
1201786,0.0023
1201787,0.0023
1201788,0.0023
1201789,0.0061
1201790,0.0059
1201791,0.0034
1201792,0.0034
1201793,0.0038
1201794,0.004
1201795,0.0034
1201796,0.0044
1201797,0.0034
1201798,0.0034
1201799,0.0046
1201800,0.0046
1201801,0.0034
1201802,0.0044
1201803,0.0023
1201804,0.0034
1201805,0.0046
1201806,0.0044
1201807,0.0044
1201808,0.0038
1201809,0.0046
1201810,0.0067
1201811,0.0411
1201812,0.0044
1201813,0.0061
1201814,0.0044
1201815,0.0023
1201816,0.004
1201817,0.0044
1201818,0.004
1201819,0.0023
1201820,0.0044
1201821,0.0075
1201822,0.0023
1201823,0.0038
1201824,0.003
1201825,0.004
1201826,0.0048
1201827,0.003
1201828,0.0044
1201829,0.0023
1201830,0.003
1201831,0.0044
1201832,0.0048
1201833,0.004
1201834,0.0075
1201835,0.0071
1201836,0.0025
1201837,0.0046
1201838,0.0046
1201839,0.0025
1201840,0.004
1201841,0.0025
1201842,0.0044
1201843,0.0044
1201844,0.0038
1201845,0.0032
1201846,0.0023
1201847,0.004
1201848,0.0046
1201849,0.0025
1201850,0.003
1201851,0.0044
1201852,0.0046
1201853,0.0075
1201854,0.0046
1201855,0.0038
1201856,0.0067
1201857,0.0023
1201858,0.0038
1201859,0.0048
1201860,0.003
1201861,0.0046
1201862,0.0046
1201863,0.0046
1201864,0.0046
1201865,0.0044
1201866,0.0044
1201867,0.0046
1201868,0.0046
1201869,0.0046
1201870,0.0034
1201871,0.004
1201872,0.0044
1201873,0.0059
1201874,0.0023
1201875,0.0038
1201876,0.0034
1201877,0.0055
1201878,0.004
1201879,0.0038
1201880,0.003
1201881,0.0046
1201882,0.0025
1201883,0.003
1201884,0.0023
1201885,0.0025
1201886,0.0034
1201887,0.0065
1201888,0.0048
1201889,0.0065
1201890,0.003
1201891,0.0032
1201892,0.0046
1201893,0.0063
1201894,0.0034
1201895,0.0059
1201896,0.0044
1201897,0.0025
1201898,0.0034
1201899,0.0059
1201900,0.0207
1201901,0.0019
1201902,0.0046
1201903,0.0038
1201904,0.0046
1201905,0.0025
1201906,0.0023
1201907,0.003
1201908,0.1186
1201909,0.004
1201910,0.0055
1201911,0.0328
1201912,0.0048
1201913,0.0048
1201914,0.0046
1201915,0.003
1201916,0.0048
1201917,0.0038
1201918,0.0044
1201919,0.0023
1201920,0.0065
1201921,0.0046
1201922,0.0111
1201923,0.0046
1201924,0.0044
1201925,0.0059
1201926,0.0046
1201927,0.0046
1201928,0.003
1201929,0.0065
1201930,0.0044
1201931,0.0046
1201932,0.0065
1201933,0.0038
1201934,0.0044
1201935,0.0038
1201936,0.0065
1201937,0.0023
1201938,0.0034
1201939,0.0038
1201940,0.0025
1201941,0.004
1201942,0.0038
1201943,0.0044
1201944,0.004
1201945,0.0044
1201946,0.0034
1201947,0.0044
1201948,0.0044
1201949,0.0044
1201950,0.0328
1201951,0.0044
1201952,0.0063
1201953,0.0023
1201954,0.0048
1201955,0.0038
1201956,0.004
1201957,0.0034
1201958,0.0328
1201959,0.0398
1201960,0.0046
1201961,0.0025
1201962,0.0036
1201963,0.004
1201964,0.004
1201965,0.0044
1201966,0.0046
1201967,0.0044
1201968,0.003
1201969,0.0046
1201970,0.0044
1201971,0.0075
1201972,0.0071
1201973,0.0048
1201974,0.0046
1201975,0.0044
1201976,0.0075
1201977,0.0025
1201978,0.0023
1201979,0.0019
1201980,0.0059
1201981,0.0048
1201982,0.0059
1201983,0.0023
1201984,0.0034
1201985,0.0023
1201986,0.0044
1201987,0.0044
1201988,0.0023
1201989,0.0065
1201990,0.0207
1201991,0.004
1201992,0.003
1201993,0.0059
1201994,0.0044
1201995,0.0044
1201996,0.0034
1201997,0.0034
1201998,0.0034
1201999,0.0328
1202200,0.0044
1202201,0.004
1202202,0.1186
1202203,0.0025
1202204,0.0023
1202205,0.003
1202206,0.0019
1202207,0.0023
1202208,0.0034
1202209,0.0025
1202210,0.0046
1202211,0.0328
1202212,0.003
1202213,0.0046
1202214,0.0019
1202215,0.0048
1202216,0.0025
1202217,0.0038
1202218,0.0023
1202219,0.004
1202220,0.0023
1202221,0.0044
1202222,0.004
1202223,0.0034
1202224,0.003
1202225,0.0023
1202226,0.0023
1202227,0.0046
1202228,0.003
1202229,0.003
1202230,0.0046
1202231,0.0032
1202232,0.0034
1202233,0.003
1202234,0.0028
1202235,0.0034
1202236,0.0025
1202237,0.0034
1202238,0.004
1202239,0.0048
1202240,0.0046
1202241,0.0057
1202242,0.0034
1202243,0.0032
1202244,0.0034
1202245,0.0025
1202246,0.0044
1202247,0.0025
1202248,0.0023
1202249,0.0023
1202250,0.0023
1202251,0.0048
1202252,0.0023
1202253,0.0025
1202254,0.0038
1202255,0.0046
1202256,0.0053
1202257,0.0044
1202258,0.0048
1202259,0.0019
1202260,0.003
1202261,0.003
1202262,0.0048
1202263,0.003
1202264,0.003
1202265,0.0032
1202266,0.004
1202267,0.0023
1202268,0.0038
1202269,0.0034
1202270,0.0046
1202271,0.0046
1202272,0.003
1202273,0.004
1202274,0.004
1202275,0.0023
1202276,0.0044
1202277,0.0046
1202278,0.0025
1202279,0.004
1202280,0.0025
1202281,0.0038
1202282,0.0028
1202283,0.003
1202284,0.003
1202285,0.0048
1202286,0.0046
1202287,0.003
1202288,0.0053
1202289,0.0028
1202290,0.0065
1202291,0.003
1202292,0.004
1202293,0.003
1202294,0.0059
1202295,0.0038
1202296,0.0023
1202297,0.0048
1202298,0.0032
1202299,0.0034
1202300,0.0044
1202301,0.0034
1202302,0.0025
1202303,0.003
1202304,0.0048
1202305,0.0025
1202306,0.0025
1202307,0.003
1202308,0.0023
1202309,0.0023
1202310,0.003
1202311,0.0328
1202312,0.003
1202313,0.004
1202314,0.003
1202315,0.0023
1202316,0.0048
1202317,0.0023
1202318,0.0025
1202319,0.0034
1202320,0.0048
1202321,0.0044
1202322,0.0053
1202323,0.0038
1202324,0.0032
1202325,0.0023
1202326,0.0025
1202327,0.0036
1202328,0.0034
1202329,0.0023
1202330,0.0023
1202331,0.0023
1202332,0.0034
1202333,0.0028
1202334,0.003
1202335,0.0044
1202336,0.003
1202337,0.0034
1202338,0.0034
1202339,0.0034
1202340,0.0057
1202341,0.0048
1202342,0.0028
1202343,0.003
1202344,0.0053
1202345,0.0044
1202346,0.003
1202347,0.0023
1202348,0.003
1202349,0.0046
1202350,0.0023
1202351,0.0023
1202352,0.0059
1202353,0.0034
1202354,0.0025
1202355,0.0023
1202356,0.0038
1202357,0.0023
1202358,0.003
1202359,0.0044
1202360,0.0025
1202361,0.0055
1202362,0.0034
1202363,0.0034
1202364,0.0034
1202365,0.0025
1202366,0.003
1202367,0.0044
1202368,0.0046
1202369,0.0046
1202370,0.0034
1202371,0.0025
1202372,0.0034
1202373,0.0034
1202374,0.0046
1202375,0.0025
1202376,0.003
1202377,0.0025
1202378,0.0038
1202379,0.0025
1202380,0.0023
1202381,0.0038
1202382,0.003
1202383,0.0023
1202384,0.0023
1202385,0.0025
1202386,0.0034
1202387,0.0034
1202388,0.0034
1202389,0.004
1202390,0.0055
1202391,0.0044
1202392,0.003
1202393,0.0028
1202394,0.0044
1202395,0.0025
1202396,0.004
1202397,0.0038
1202398,0.004
1202399,0.0034
1202400,0.0023
1202401,0.0034
1202402,0.003
1202403,0.0023
1202404,0.0034
1202405,0.0019
1202406,0.0023
1202407,0.0025
1202408,0.0023
1202409,0.0042
1202410,0.0044
1202411,0.0421
1202412,0.0046
1202413,0.0063
1202414,0.0025
1202415,0.0067
1202416,0.003
1202417,0.0057
1202418,0.004
1202419,0.004
1202420,0.0023
1202421,0.0046
1202422,0.004
1202423,0.0046
1202424,0.0038
1202425,0.0046
1202426,0.003
1202427,0.0048
1202428,0.0044
1202429,0.0032
1202430,0.0023
1202431,0.0046
1202432,0.0034
1202433,0.0034
1202434,0.0025
1202435,0.003
1202436,0.004
1202437,0.0044
1202438,0.0044
1202439,0.0042
1202440,0.0023
1202441,0.0034
1202442,0.0025
1202443,0.0046
1202444,0.0034
1202445,0.0044
1202446,0.0023
1202447,0.003
1202448,0.0038
1202449,0.0034
1202450,0.0023
1202451,0.0044
1202452,0.003
1202453,0.0025
1202454,0.0038
1202455,0.0038
1202456,0.0025
1202457,0.0034
1202458,0.004
1202459,0.0025
1202460,0.0067
1202461,0.0038
1202462,0.0034
1202463,0.003
1202464,0.0025
1202465,0.0044
1202466,0.0025
1202467,0.0028
1202468,0.0067
1202469,0.0038
1202470,0.003
1202471,0.0038
1202472,0.003
1202473,0.0034
1202474,0.0034
1202475,0.0025
1202476,0.004
1202477,0.0025
1202478,0.004
1202479,0.0023
1202480,0.0023
1202481,0.004
1202482,0.0034
1202483,0.004
1202484,0.0023
1202485,0.003
1202486,0.004
1202487,0.0046
1202488,0.0023
1202489,0.0046
1202490,0.004
1202491,0.0044
1202492,0.0042
1202493,0.003
1202494,0.0025
1202495,0.0025
1202496,0.0023
1202497,0.0044
1202498,0.0046
1202499,0.0059
1202500,0.0044
1202501,0.0038
1202502,0.0032
1202503,0.004
1202504,0.003
1202505,0.0023
1202506,0.0044
1202507,0.0023
1202508,0.003
1202509,0.0025
1202510,0.0023
1202511,0.0328
1202512,0.0023
1202513,0.003
1202514,0.003
1202515,0.0025
1202516,0.0038
1202517,0.003
1202518,0.0034
1202519,0.0034
1202520,0.004
1202521,0.0034
1202522,0.004
1202523,0.0025
1202524,0.003
1202525,0.0023
1202526,0.0034
1202527,0.0023
1202528,0.0046
1202529,0.0034
1202530,0.0025
1202531,0.0048
1202532,0.0034
1202533,0.0028
1202534,0.0044
1202535,0.0023
1202536,0.0034
1202537,0.0034
1202538,0.0034
1202539,0.0034
1202540,0.004
1202541,0.003
1202542,0.0034
1202543,0.004
1202544,0.0038
1202545,0.0028
1202546,0.0034
1202547,0.0038
1202548,0.0038
1202549,0.0048
1202550,0.0046
1202551,0.0023
1202552,0.003
1202553,0.004
1202554,0.003
1202555,0.0407
1202556,0.0046
1202557,0.003
1202558,0.0025
1202559,0.003
1202560,0.0046
1202561,0.0032
1202562,0.0034
1202563,0.0038
1202564,0.0038
1202565,0.0038
1202566,0.003
1202567,0.003
1202568,0.0023
1202569,0.0067
1202570,0.0023
1202571,0.0084
1202572,0.0028
1202573,0.0023
1202574,0.0034
1202575,0.003
1202576,0.0034
1202577,0.0034
1202578,0.0025
1202579,0.0023
1202580,0.0023
1202581,0.0032
1202582,0.0034
1202583,0.0034
1202584,0.0034
1202585,0.0023
1202586,0.0025
1202587,0.0038
1202588,0.003
1202589,0.0025
1202590,0.0023
1202591,0.0023
1202592,0.0019
1202593,0.0023
1202594,0.004
1202595,0.0034
1202596,0.0023
1202597,0.0023
1202598,0.0034
1202599,0.0034
1202600,0.004
1202601,0.0025
1202602,0.0059
1202603,0.0025
1202604,0.0023
1202605,0.0019
1202606,0.0034
1202607,0.0046
1202608,0.004
1202609,0.0038
1202610,0.003
1202611,0.0328
1202612,0.0038
1202613,0.004
1202614,0.0032
1202615,0.0053
1202616,0.003
1202617,0.0023
1202618,0.0048
1202619,0.003
1202620,0.0059
1202621,0.003
1202622,0.003
1202623,0.003
1202624,0.0023
1202625,0.0034
1202626,0.003
1202627,0.004
1202628,0.0023
1202629,0.0025
1202630,0.0034
1202631,0.0023
1202632,0.0034
1202633,0.0025
1202634,0.0038
1202635,0.0034
1202636,0.003
1202637,0.003
1202638,0.0025
1202639,0.0025
1202640,0.0059
1202641,0.0038
1202642,0.0025
1202643,0.0034
1202644,0.004
1202645,0.004
1202646,0.0023
1202647,0.0038
1202648,0.003
1202649,0.004
1202650,0.0023
1202651,0.0023
1202652,0.0044
1202653,0.0038
1202654,0.0025
1202655,0.0032
1202656,0.0034
1202657,0.0025
1202658,0.0046
1202659,0.003
1202660,0.0025
1202661,0.003
1202662,0.003
1202663,0.0034
1202664,0.003
1202665,0.004
1202666,0.003
1202667,0.0034
1202668,0.0034
1202669,0.0025
1202670,0.0034
1202671,0.004
1202672,0.004
1202673,0.004
1202674,0.0053
1202675,0.0032
1202676,0.004
1202677,0.0067
1202678,0.0034
1202679,0.0048
1202680,0.0025
1202681,0.0034
1202682,0.0023
1202683,0.0025
1202684,0.0025
1202685,0.0038
1202686,0.0034
1202687,0.004
1202688,0.003
1202689,0.004
1202690,0.0023
1202691,0.003
1202692,0.003
1202693,0.0036
1202694,0.004
1202695,0.0023
1202696,0.0046
1202697,0.0023
1202698,0.0038
1202699,0.0023
1202700,0.0328
1202701,0.003
1202702,0.0048
1202703,0.009
1202704,0.0046
1202705,0.0048
1202706,0.0046
1202707,0.0023
1202708,0.003
1202709,0.0046
1202710,0.0048
1202711,0.0328
1202712,0.0025
1202713,0.0025
1202714,0.0046
1202715,0.004
1202716,0.0044
1202717,0.0046
1202718,0.0053
1202719,0.0044
1202720,0.003
1202721,0.003
1202722,0.0034
1202723,0.0034
1202724,0.003
1202725,0.0023
1202726,0.0034
1202727,0.0025
1202728,0.003
1202729,0.004
1202730,0.004
1202731,0.0023
1202732,0.003
1202733,0.0044
1202734,0.0044
1202735,0.004
1202736,0.0025
1202737,0.0023
1202738,0.0025
1202739,0.003
1202740,0.0025
1202741,0.004
1202742,0.003
1202743,0.0034
1202744,0.0025
1202745,0.0032
1202746,0.0046
1202747,0.0028
1202748,0.0023
1202749,0.0063
1202750,0.0034
1202751,0.0053
1202752,0.004
1202753,0.0038
1202754,0.0023
1202755,0.0025
1202756,0.0025
1202757,0.003
1202758,0.0059
1202759,0.0034
1202760,0.0025
1202761,0.0023
1202762,0.0023
1202763,0.0023
1202764,0.004
1202765,0.0046
1202766,0.0053
1202767,0.0032
1202768,0.0023
1202769,0.0046
1202770,0.0034
1202771,0.1186
1202772,0.0023
1202773,0.0034
1202774,0.0023
1202775,0.0028
1202776,0.003
1202777,0.003
1202778,0.0034
1202779,0.0023
1202780,0.0025
1202781,0.003
1202782,0.003
1202783,0.0025
1202784,0.0036
1202785,0.0023
1202786,0.003
1202787,0.0034
1202788,0.0046
1202789,0.0023
1202790,0.0059
1202791,0.0023
1202792,0.0028
1202793,0.0059
1202794,0.0023
1202795,0.0034
1202796,0.004
1202797,0.0034
1202798,0.0059
1202799,0.003
1202800,0.0034
1202801,0.0019
1202802,0.0023
1202803,0.0053
1202804,0.0046
1202805,0.0023
1202806,0.0038
1202807,0.0044
1202808,0.0038
1202809,0.0023
1202810,0.0034
1202811,0.0328
1202812,0.0046
1202813,0.004
1202814,0.0023
1202815,0.0025
1202816,0.0023
1202817,0.0063
1202818,0.0044
1202819,0.0065
1202820,0.0046
1202821,0.0023
1202822,0.0032
1202823,0.0023
1202824,0.0025
1202825,0.0019
1202826,0.0046
1202827,0.0023
1202828,0.0034
1202829,0.003
1202830,0.0067
1202831,0.0023
1202832,0.0038
1202833,0.0023
1202834,0.0023
1202835,0.0028
1202836,0.0023
1202837,0.0019
1202838,0.0038
1202839,0.0023
1202840,0.0065
1202841,0.0025
1202842,0.0023
1202843,0.0034
1202844,0.0034
1202845,0.0065
1202846,0.0044
1202847,0.004
1202848,0.0059
1202849,0.0023
1202850,0.0023
1202851,0.0023
1202852,0.0034
1202853,0.0025
1202854,0.0025
1202855,0.0059
1202856,0.0025
1202857,0.0034
1202858,0.0038
1202859,0.0019
1202860,0.0034
1202861,0.0032
1202862,0.0038
1202863,0.0023
1202864,0.0034
1202865,0.0038
1202866,0.0032
1202867,0.0065
1202868,0.0023
1202869,0.0034
1202870,0.0023
1202871,0.0023
1202872,0.0025
1202873,0.0044
1202874,0.003
1202875,0.0023
1202876,0.0028
1202877,0.0038
1202878,0.0023
1202879,0.003
1202880,0.0065
1202881,0.0025
1202882,0.0034
1202883,0.0067
1202884,0.004
1202885,0.0038
1202886,0.0034
1202887,0.0034
1202888,0.0034
1202889,0.003
1202890,0.0067
1202891,0.0067
1202892,0.0071
1202893,0.0023
1202894,0.003
1202895,0.0034
1202896,0.0019
1202897,0.0038
1202898,0.0023
1202899,0.0023
1202900,0.0038
1202901,0.0038
1202902,0.0023
1202903,0.0046
1202904,0.0046
1202905,0.0046
1202906,0.0034
1202907,0.0046
1202908,0.003
1202909,0.0023
1202910,0.0063
1202911,0.0328
1202912,0.003
1202913,0.0023
1202914,0.0071
1202915,0.0038
1202916,0.0038
1202917,0.0019
1202918,0.0023
1202919,0.0038
1202920,0.0034
1202921,0.0044
1202922,0.0038
1202923,0.0036
1202924,0.0025
1202925,0.0071
1202926,0.0034
1202927,0.003
1202928,0.0019
1202929,0.0071
1202930,0.0034
1202931,0.0071
1202932,0.0038
1202933,0.0032
1202934,0.0025
1202935,0.0038
1202936,0.0055
1202937,0.0071
1202938,0.0073
1202939,0.0032
1202940,0.0075
1202941,0.0023
1202942,0.003
1202943,0.004
1202944,0.0034
1202945,0.0038
1202946,0.0078
1202947,0.0019
1202948,0.0073
1202949,0.0038
1202950,0.1186
1202951,0.0023
1202952,0.0038
1202953,0.0048
1202954,0.004
1202955,0.0028
1202956,0.0038
1202957,0.0053
1202958,0.0328
1202959,0.0405
1202960,0.0034
1202961,0.0023
1202962,0.003
1202963,0.0044
1202964,0.0046
1202965,0.0032
1202966,0.0034
1202967,0.0063
1202968,0.0048
1202969,0.0044
1202970,0.0073
1202971,0.005
1202972,0.0046
1202973,0.0028
1202974,0.0025
1202975,0.003
1202976,0.0155
1202977,0.0073
1202978,0.0046
1202979,0.0048
1202980,0.0034
